zona,tendencia,edad,sexo,aprobacion_presidencial,word,peso
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,conciencia,1.81542
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,concuerda,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,confiltos,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,conflicto,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,congreso,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,conoce,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,conseguido,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,contingencia,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,contraria,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,coronel,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,correcto,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,corregir,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,corriente,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,corrucion,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,corrupto,2.6924099999999997
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,cuico,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,cumple,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,cumplido,2.81372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,cumplir,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,curso,1.81542
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,deberian,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,defciente,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,deficiente,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,delincuencia,1.87652
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,demora,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,desaparecidos,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,desarrollo,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,desfachates,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,designaciones,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,desmedro,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,desorden,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,destinados,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,detenido,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,deuda,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,dictadura,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,diputados,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,dirijir,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,discurso,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,discusión,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,distintas,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,distinto,1.75644
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,echo,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,economia,9.20142
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,educacion,7.19689
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,empleo,6.26304
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,empresariado,1.75644
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,empresario,1.81542
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,empresas,1.8164799999999999
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,enfoque,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,escucha,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,estabilidad,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,estafados,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,estatuto,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,estudiantes,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,etc,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,evaluaciones,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,expectativas,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,falta,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,fecha,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,finales,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,fonasa,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,forma,4.62914
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,fuerzas,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,función,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,gabinetes,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,generalmente,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,genero,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,gestion,4.44885
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,gobierno,1.87652
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,gratuidad,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,gusta,6.44333
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,gustado,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,haya,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,hechos,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,homosexual,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,horrosa,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,humanitario,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,iba,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,idea,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,identidad,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,ido,1.8164799999999999
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,igualitario,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,imformacion,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,implementando,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,implementar,1.87652
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,importantes,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,inconcecuncia,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,inconcistencia,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,inconsistentes,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,incopetividad,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,informacion,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,inicio,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,inmigracion,2.81372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,inponiendo,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,instaurado,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,instituciones,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,integral,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,intencion,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,iria,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,isapre,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,izquierda,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,jefes,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,joven,1.87652
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,jovenes,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,juvenil,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,laboral,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,ladron,1.75644
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,legislativa,1.8164799999999999
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,legislativo,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,leyes,9.0757
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,llevado,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,llevando,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,mala,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,mandando,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,maneja,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,manejado,1.87546
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,manejar,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,manejo,2.81266
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,matrimonio,1.75415
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,media,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,medidad,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,medidas,1.81419
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,medioambiente,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,mentirle,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,mercurio,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,metodo,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,miente,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,militarizacion,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,millonario,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,minimo,1.81542
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,ministerios,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,momen,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,nacionales,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,necesitan,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,negociar,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,netamente,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,nivel,1.81419
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,normativa,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,noticias,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,nuevamente,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,objecion,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,ojala,1.87652
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,opinio,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,opinion,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,país,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,palabra,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,paralizado,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,participación,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,partido,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,partiendo,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,pasa,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,pensamiento,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,perjudica,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,persona,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,personas,1.8164799999999999
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,pobre,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,policiales,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,politica,11.94946
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,político,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,pone,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,posicion,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,preferencia,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,prefesionalismo,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,preocupacion,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,preorisa,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,presente,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,presidente,2.75368
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,prioridades,1.87652
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,priorisa,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,privado,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,privados,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,privatizando,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,problema,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,problemas,1.87652
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,producido,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,promesas,5.56617
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,promover,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,propuesto,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,protestas,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,proyecto,1.75644
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,publicas,2.75474
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,pueblo,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,quintero,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,quitar,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,realista,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,recursos,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,referente,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,reformas,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,relaciones,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,relativo,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,respalda,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,sabido,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,sacar,1.81419
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,saco,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,sacó,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,salir,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,salud,1.75415
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,senadores,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,sename,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,siento,2.81372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,sistema,1.8164799999999999
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,situaciones,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,social,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,sociales,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,sociedad,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,solucionar,1.87652
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,sueldos,1.81542
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,tasa,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,tenia,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,tergiversacion,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,termino,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,terrorismo,0.87593
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,toca,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,trabajadora,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,transparencia,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,tratado,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,ulcultar,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,ultima,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,universitaria,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,venta,0.9372
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,veo,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,vergonzosos,0.93826
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,veto,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,visión,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,visualiza,0.87822
Santiago,Centro Izquierda / Izquierda,18-34,Mujer,Desaprueba,vuelva,0.9372
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,99,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,años,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,astas,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,beneficios,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,casa,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,conductor,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,critique,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,defiende,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,delincuencia,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,dios,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,ecdho,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,economia,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,empleo,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,empresariado,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,empresas,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,gestion,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,grande,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,gusta,1.5904
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,hartos,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,imporatante,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,inmigracion,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,llevo,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,manejando,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,manejo,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,mejoras,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,nombra,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,popa,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,tomado,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,toro,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,veo,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,viento,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,viiviendo,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Aprueba,visto,1.64628
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,60,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,80,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,acá,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,acerca,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,actual,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,acumulando,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,adecuada,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,adelantarse,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,adelantepor,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,adoptadas,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,agosto,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,agrado,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,ambiental,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,ambiente,2.2386
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,años,2.3262
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,aparece,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,armas,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,asaltado,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,asunto,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,aumentar,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,autoridades,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,ayuda,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,bajado,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,bajos,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,básicamente,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,beneficios,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,bienes,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,brecha,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,campaña,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,canalizando,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,carabineros,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,carga,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,cargo,1.64628
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,cargos,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,casa,2.2074
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,caso,1.5310000000000001
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,cero,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,cerrado,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,charlatan,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,chilensis,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,chinas,0.7952
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,ciudadanos,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,clase,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,comision,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,compatibilidad,0.85108
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,comunicacional,0.7358
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,concretas,0.69376
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,conduccion,1.38752
Santiago,Centro Izquierda / Izquierda,35-54,Hombre,Desaprueba,conflicto,0.7358
