zona,tendencia,edad,sexo,aprobacion_presidencial,word,peso
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,cuba,0.99438
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,cumplido,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,cumplir,1.70428
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,cumplirlo,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,darle,1.21648
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,decirle,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,deficiencia,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,dejar,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,dejo,1.21648
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,delincuencia,3.51024
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,derecha,2.89187
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,desaprueba,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,digo,0.92733
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,dinamico,1.01549
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,diversos,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,economia,13.72686
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,edad,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,educacion,3.4312
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,empezando,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,empleo,2.91455
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,encia,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,encontre,0.92733
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,endeudado,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,enfermedad,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,entrega,0.85521
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,envidiosos,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,escucha,1.01056
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,espera,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,esperanzas,1.0011
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,esperar,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,estabilidad,2.8587499999999997
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,estancado,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,excelente,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,familia,2.03098
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,firmadas,1.03681
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,fondo,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,forma,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,formada,1.01549
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,fortaleciendola,1.01056
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,fuentes,0.99438
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,futuro,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,gane,0.99438
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,gestion,2.13165
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,gobierno,9.06316
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,gusta,3.5567900000000003
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,gustado,0.9514
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,gusto,1.97772
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,habian,1.92666
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,habra,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,hacerr,1.03681
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,haigan,1.07854
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,hija,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,hombre,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,horror,1.0295
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,humilde,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,iba,1.00321
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,ido,1.8176
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,iguales,1.0295
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,importante,2.06084
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,inentendible,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,inmigracion,1.86276
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,instruidas,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,integrar,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,intensiones,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,intentando,2.272
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,izquierda,1.98876
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,jubilacion,2.8585599999999998
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,jubilada,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,juventud,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,laborales,0.99438
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,lectura,1.01549
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,lenta,1.21648
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,leyes,2.0872
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,limpio,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,lincuencia,1.04535
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,llegando,0.9727
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,llevado,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,llevando,1.04535
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,logrando,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,logre,1.07854
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,luz,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,mantener,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,mayores,1.0011
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,media,1.03681
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,medidas,2.1678800000000003
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,megusta,1.04535
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,mejorando,0.9727
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,mejore,1.14787
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,menores,1.04535
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,meta,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,metas,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,mirado,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,mme,1.05039
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,moral,0.8662
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,mundo,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,necesitamos,2.15108
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,nesta,1.01549
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,niños,2.0022
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,nivel,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,normal,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,ocupado,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,ocupara,1.01056
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,ocurre,1.05039
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,odio,1.07854
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,opiniones,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,orden,1.8730600000000002
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,ordenadas,1.01549
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,ordenanod,0.8662
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,pasa,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,paz,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,penales,0.9514
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,pensamientos,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,periodo,1.0295
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,persona,3.18809
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,personas,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,piensa,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,pienso,1.01056
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,piñera,1.87642
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,platas,1.01056
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,poblemas,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,pobres,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,politica,2.96272
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,popular,1.0295
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,posicion,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preocupa,0.85521
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preocupada,1.03681
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preocupado,1.8563100000000001
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preocupando,2.0907
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preocupo,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preparacion,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preparada,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preparadas,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,preparado,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,presidenta,2.2374
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,presidente,2.86181
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,principal,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,privadas,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,proceder,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,profesional,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,promesas,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,proyecto,2.03119
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,publicas,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,puesto,0.92733
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,punto,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,quedo,1.04535
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,quieren,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,quiero,1.84652
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,quitados,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,razones,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,reactivacion,1.21648
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,realidad,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,realiza,0.72275
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,reativacion,0.83387
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,recien,2.10722
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,reconoce,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,reparticiones,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,respeto,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,respetuoso,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,restableciendo,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,resultar,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,rodea,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,sabria,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,sacaban,0.91136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,salga,2.1489700000000003
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,salir,1.0011
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,salud,4.6981
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,sebastian,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,seguridad,2.0306
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,sename,1.0011
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,siento,1.01549
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,situacion,1.03681
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,social,1.93799
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,socialista,1.88164
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,socialy,1.8816899999999999
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,suban,1.00321
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,subir,1.00321
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,sueldos,1.00321
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,suficiente,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,tanta,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,titrado,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,tomado,2.1678800000000003
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,trado,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,tranquila,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,tranquilidad,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,trasnparencia,1.01549
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,tratan,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,tratando,1.02092
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,ultimos,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,unidad,2.10804
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,unificar,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,valores,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,vera,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,vergonzoso,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,vida,1.04535
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,vista,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,vivi,1.0295
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,vivir,0.85214
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,voluntad,1.136
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,votamos,0.92015
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,vote,1.9617499999999999
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Aprueba,vuelva,0.99438
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,aginaldo,0.92015
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,bajos,1.04535
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,boto,1.08679
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,cumplido,2.10209
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,descalificacion,1.04535
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,edad,1.0011
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,gobierno,0.92733
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,gusta,0.92733
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,hgente,0.92733
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,identidad,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,ingeniero,0.79012
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,inmigracion,0.92733
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,ningun,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,oportunidades,0.92733
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,palabras,1.0153
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,pobre,2.00645
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,preocupa,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,presidente,1.0863
Regiones,Centro Derecha / Derecha,55 o+,Mujer,Desaprueba,sueldos,1.9655
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,99,0.8165
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,adecuadas,0.76338
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,afeta,0.84475
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,amplio,0.84026
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,apesar,0.8378
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,as,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,aumento,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,ayuda,1.7679
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,ayudando,0.8378
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,benefician,0.7125
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,cambio,0.9301
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,campo,0.84026
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,cara,2.25776
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,carnet,0.8165
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,chile,0.852
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,comuna,0.67101
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,condiciones,0.82279
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,controles,0.6319
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,corto,1.425
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,cosasç,0.8307
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,creacion,0.48225
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,crecimiento,0.93629
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,cumplido,1.6011799999999998
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,dando,0.74405
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,demandado,0.76338
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,dinero,0.93629
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,economia,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,elegimos,0.76966
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,empresariado,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,errores,0.8378
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,escucho,0.8307
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,estadisticas,0.852
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,flujo,0.93629
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,forma,1.60036
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,fuentes,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,gobierno,1.30291
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,gustado,0.76966
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,hga,0.84475
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,iniciativa,0.76338
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,inmigracion,0.93629
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,laboral,1.7765499999999999
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,legislativas,0.76338
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,maneja,0.6319
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,manejo,0.76338
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,mejorado,0.67101
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,necesario,0.82279
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,ojala,0.8378
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,país,0.74405
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,paso,0.74405
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,plazo,1.425
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,politica,1.47588
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,presidente,2.33021
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,problemas,0.76966
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,profesores,0.67101
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,promesas,1.6011799999999998
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,quintero,0.74405
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,reactivacion,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,reactivar,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,realidad,0.76966
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,recuerda,0.74405
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,reducir,0.82279
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,relacion,0.93629
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,relativo,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,sacado,0.8165
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,salido,0.76966
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,sectores,0.7125
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,siente,0.8165
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,siga,0.8378
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,situacion,0.67101
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,sociales,0.7125
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,surgiendo,0.852
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,tantos,0.6319
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,tercero,0.76966
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,ve,1.50171
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Aprueba,veo,0.6319
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,8.7,0.84026
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,abajo,0.67101
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,abordaje,0.57132
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,aborto,1.5112700000000001
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,acceso,0.84026
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,actual,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,actualidad,1.988
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,altas,0.74405
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,alto,2.63985
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,ambiental,1.73426
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,ambientales,0.852
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,ambiente,0.88951
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,america,0.994
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,americano,0.994
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,anteriormente,0.84026
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,apliciones,0.86914
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,aprobación,0.86914
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,aprueba,0.5444
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,aristocracia,0.67101
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,asunto,0.67101
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,atencion,0.95933
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,atención,0.86914
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,ayuda,0.84475
Regiones,Centro Izquierda / Izquierda,18-34,Hombre,Desaprueba,bajos,0.67101
